Date,^GSPC,MMM,ACN,AFL,ALL,APTV,AGR,AVT,BBY,BMO,AVGO,CAJ,CBRE,CL,CMI,DELL,EMN,ECL,EW,LLY,FITB,FLR,AJG,G,GVA,HAS,HCA,HSIC,HPE,HLT,INGR,INTC,IBM,IP,JLL,JCI,K,KMB,KSS,LDOS,LECO,MAN,MA,MSFT,NEE,NOK,ONB,ON,OSK,OC,PAYX,PEP,PINC,PFG,PRU,RLGY,RSG,ROK,RCL,CRM,SCHN,SNE,TMUS,TEL,TDC,TXN,AES,HIG,TKR,USB,VFC,V,VOYA,WDC,WY,WIT,WH
1999-01-31,1248.7747353001644,37.508634868421055,,10.629934210526315,37.6875,,,23.967105263157894,17.28289448587518,21.481907894736842,,14.05921052631579,,20.263980263157894,9.158717105263158,,22.5625,18.22532894736842,,83.50986842105263,46.300438931113796,,11.266447368421053,,21.70394736842105,23.616228003250924,,8.438467452400609,,,13.858552631578947,33.34703947368421,93.04934210526316,42.33818636442486,31.38486842105263,75.74302633185135,38.20065789473684,49.133950885973476,30.991776315789473,,11.161184210526315,25.68092105263158,,38.78947368421053,29.018092105263158,17.585526315789473,25.85742318002801,,5.811266447368421,,21.30921042592902,39.8125,,,,,12.721491211339048,42.53782894736842,37.44736842105263,,5.1392543441370915,35.004934210526315,,,,23.42516447368421,19.96875,52.19407894736842,14.77790752210115,28.889254419427168,10.400405181081672,,,16.914473684210527,53.64802631578947,,
1999-02-28,1246.5821147717927,38.182565789473685,,11.924753289473685,37.16447368421053,,,20.38980263157895,19.717105263157894,21.417763157894736,,14.160087635642604,,21.28453947368421,10.166118421052632,,22.69078947368421,19.50657894736842,,91.26315789473684,43.803728204024466,,11.502467105263158,,18.958333216215436,25.3223685214394,,6.53121775075009,,,12.470394736842104,32.46134868421053,86.26480263157895,41.673155332866465,30.226973684210527,78.87301716051604,38.796052631578945,45.9359389857242,33.30098684210526,,10.341282894736842,23.37171052631579,,39.38651315789474,26.37828947368421,16.701480263157894,23.453418932462995,,5.81524123643574,,19.679093712254573,38.25328947368421,,,,,12.469298212151779,45.74671052631579,34.42434210526316,,4.708333341698897,37.00328947368421,,,,23.640625,18.657894736842106,51.62171052631579,14.066797206276341,28.5526314785606,10.843338012695312,,,11.708881578947368,54.25,,
1999-03-31,1281.663913892663,37.37907608695652,,12.461277173913043,38.27173913043478,,,19.144021739130434,21.97765698640243,20.692934782608695,,15.923913126406463,,22.690217391304348,9.80570652173913,,23.03804347826087,19.38179347826087,,90.64673913043478,47.14402140741763,,11.818614130434783,,15.442028999328613,27.730978260869566,,5.228580516317616,,,11.620923913043478,29.379076086956523,87.43885869565217,42.296436807383664,31.904891304347824,77.35998435642408,36.48097826086956,46.80791191432787,36.12907608695652,,9.702445652173912,23.9375,,41.57948369565217,27.389945652173914,18.32133152173913,22.679810897163723,,5.4583333264226495,,20.380434699680496,38.983695652173914,,,,,10.465579779251762,44.49184782608695,35.64945652173913,,4.094202902006066,45.797554347826086,,,,24.56046195652174,19.029891304347824,56.20108695652174,12.345943119214928,30.325181131777555,11.207319964533268,,,9.173913043478262,56.557065217391305,,
1999-04-30,1334.7566615513392,39.07738095238095,,12.902529761904763,36.76488095238095,,,18.6875,23.060846510387602,21.572916666666668,,16.222222191946848,,24.095982142857142,11.394345238095237,,23.558035714285715,19.61904761904762,,81.05654761904762,45.77579389299665,,12.010416666666666,,16.86507915315174,31.366071428571427,,4.589460861115229,,,13.464285714285714,30.582589285714285,93.76636904761905,50.35749508085705,27.99702380952381,81.65403565906342,35.455357142857146,51.95920653570266,35.700892857142854,,10.47172619047619,23.008928571428573,,43.87797619047619,27.663690476190474,19.7421875,23.496901466732933,,5.354166643960135,,22.436508178710938,37.666666666666664,,,,,12.029761904761905,48.473214285714285,37.035714285714285,,4.609126953851609,48.85267857142857,,,,27.0625,23.220238095238095,58.919642857142854,13.37900938306536,32.75595229012625,11.775849705650693,,,7.488095238095238,63.94940476190476,,
1999-05-31,1332.0740112304688,45.3640625,,12.9486328125,38.1125,,,21.578125,20.437499809265137,19.8234375,,16.468750047683717,,24.290625,13.040625,,27.3375,20.9859375,,74.175,47.18854103088379,,11.88359375,,18.041666507720947,31.75625,,5.817401957511902,,,14.84375,29.334375,113.3390625,53.75986194610596,27.2875,90.79882774353027,36.2125,58.47914714813233,34.6484375,,11.0171875,23.43125,,39.3578125,28.8359375,18.56796875,24.903772926330568,,6.447395849227905,,20.688888931274413,36.9125,,,,,14.066666650772095,58.95,38.70625,,5.256770849227905,46.2390625,,,,27.35703125,25.6375,62.925,16.302791786193847,29.003125,11.62900185585022,,,8.35,67.796875,,
1999-06-30,1322.552734375,44.44318181818182,,11.735085227272727,36.96448863636363,,,23.511363636363637,25.689393997192383,18.63778409090909,,18.196969812566582,,25.169744318181817,13.494673295454545,,26.761363636363637,21.789772727272727,,69.55397727272727,43.97821963917125,,12.174005681818182,,18.776515007019043,28.352272727272727,,6.00991533019326,,,15.201704545454545,27.551136363636363,119.29829545454545,52.09734205766158,29.25284090909091,94.33602246371183,33.53977272727273,55.64150602167303,35.10795454545455,,10.955965909090908,22.72159090909091,,41.20170454545455,28.417613636363637,20.531960227272727,23.74533679268577,,7.383286020972512,,19.10037899017334,36.04545454545455,,,,,15.277935548262162,59.90056818181818,42.59943181818182,,5.661458362232555,50.11221590909091,,,,32.12073863636363,26.708806818181817,59.98011363636363,14.340795126828281,27.454545454545453,9.9204439683394,,,7.025568181818182,67.92897727272727,,
1999-07-31,1380.990001860119,44.580357142857146,,11.458333333333334,36.285714285714285,,,24.751488095238095,32.66402126493908,18.510416666666668,,20.589285532633465,,24.663690476190474,15.084077380952381,,26.260416666666668,21.260416666666668,,72.47916666666667,44.90376972016834,,12.961309523809524,,18.46031752086821,26.398809523809526,,5.354516778673444,,,15.589285714285714,32.99107142857143,131.10416666666666,52.009955814906526,18.31845238095238,103.72051674979073,33.098214285714285,54.963931674049014,39.24404761904762,,10.181547619047619,22.095238095238095,,46.055059523809526,27.290178571428573,23.07514880952381,22.765121459960938,,9.108630906967889,,20.629960378011067,38.88988095238095,,,,,14.55555552528018,60.217261904761905,44.70238095238095,,7.093750022706532,59.313988095238095,,,,36.145833333333336,28.916666666666668,59.24702380952381,12.658929007393974,27.642857142857142,9.250151407150994,,,5.872023809523809,65.03869047619048,,
1999-08-31,1327.488653009588,47.94318181818182,,11.460227272727273,35.40625,,,24.026988636363637,30.637626214460894,17.788352272727273,,20.376893737099387,,25.255681818181817,15.225852272727273,,25.40625,20.014204545454547,,67.41761363636364,43.639204718849875,,13.294744318181818,,16.51704558459195,25.926136363636363,,3.126114086671309,,,16.134943181818183,38.82954545454545,122.91193181818181,51.725417917424984,13.505681818181818,104.48918984153055,34.49147727272727,57.090560392899945,36.12642045454545,,9.730823863636363,25.349431818181817,,43.41903409090909,27.302556818181817,20.860795454545453,22.04303281957453,,9.22537881677801,,18.147727272727273,36.78409090909091,,,,,11.929924249649048,59.875,47.63636363636363,,5.957386341961947,63.48011363636363,,,,37.33522727272727,29.3203125,50.51704545454545,12.67122728174383,26.258522727272727,9.23027953234586,,,4.877840909090909,63.05965909090909,,
1999-09-30,1318.1719040643602,48.1875,,10.844494047619047,31.482142857142858,,,22.010416666666668,26.167989458356583,17.672619047619047,,19.275793620518275,,25.946428571428573,13.22172619047619,,21.904761904761905,17.532738095238095,,69.04464285714286,41.37103144327799,,13.345238095238095,,17.371031624930247,23.348214285714285,,3.110410826546805,,,16.175595238095237,41.29575892857143,127.83258928571429,49.324339730399,14.580357142857142,105.41841416131882,37.17559523809524,53.41448647635324,36.503348214285715,,10.317708333333334,29.011904761904763,,46.705357142857146,26.47470238095238,21.955357142857142,21.986703600202286,,7.51953125,,21.004960196358816,32.92559523809524,,,,,7.2976190476190474,54.720238095238095,45.11607142857143,,6.0391865230741955,71.75595238095238,,,,43.486607142857146,31.72172619047619,45.94345238095238,12.128455389113654,24.68154761904762,7.586903503962925,,,4.925595238095238,58.88095238095238,,
1999-10-31,1300.010009765625,46.555059523809526,,11.246279761904763,24.470238095238095,,,21.438988095238095,26.806878407796223,17.81547619047619,,18.738095238095237,,26.87797619047619,12.686755952380953,,19.491071428571427,17.123511904761905,,69.00595238095238,42.81746037801107,,12.829613095238095,,15.551587286449614,20.041666666666668,,2.645891689118885,,,15.458333333333334,36.60044642857143,106.4047619047619,47.48696826753162,14.613095238095237,97.91110084170387,38.773809523809526,53.70839618501209,34.736607142857146,,10.444940476190476,29.827380952380953,,45.803199404761905,24.802083333333332,24.860863095238095,21.67911247980027,,7.058779761904762,,24.20734114873977,33.44642857142857,,,,,6.779761882055373,50.720238095238095,47.3125,,5.619047619047619,76.51934523809524,,,,42.270089285714285,27.62202380952381,41.36011904761905,12.599277360098702,25.949404761904763,7.039727369944255,,,3.5238095238095237,57.5625,,
